"UNC6_sReduc_annealingi","UNC6_sReduc_annealing_alpha_p2.5","UNC6_sReduc_annealing_alpha_p25","UNC6_sReduc_annealing_alpha_p50","UNC6_sReduc_annealing_alpha_p75","UNC6_sReduc_annealing_alpha_p97.5","UNC6_sReduc_annealing_beta_p2.5","UNC6_sReduc_annealing_beta_p25","UNC6_sReduc_annealing_beta_p50","UNC6_sReduc_annealing_beta_p75","UNC6_sReduc_annealing_beta_p97.5","UNC6_sReduc_annealing_annealing_p2.5","UNC6_sReduc_annealing_annealing_p25","UNC6_sReduc_annealing_annealing_p50","UNC6_sReduc_annealing_annealing_p75","UNC6_sReduc_annealing_annealing_p97.5","UNC6_sReduc_annealing_theta_p2.5","UNC6_sReduc_annealing_theta_p25","UNC6_sReduc_annealing_theta_p50","UNC6_sReduc_annealing_theta_p75","UNC6_sReduc_annealing_theta_p97.5","UNC6_sReduc_annealing_soc_reduction_p2.5","UNC6_sReduc_annealing_soc_reduction_p25","UNC6_sReduc_annealing_soc_reduction_p50","UNC6_sReduc_annealing_soc_reduction_p75","UNC6_sReduc_annealing_soc_reduction_p97.5","UNC6_sReduc_annealing_soc_raw_p2.5","UNC6_sReduc_annealing_soc_raw_p25","UNC6_sReduc_annealing_soc_raw_p50","UNC6_sReduc_annealing_soc_raw_p75","UNC6_sReduc_annealing_soc_raw_p97.5","max_UNC6_sReduc_annealing_alpha","max_UNC6_sReduc_annealing_beta","max_UNC6_sReduc_annealing_annealing","max_UNC6_sReduc_annealing_theta","max_UNC6_sReduc_annealing_soc_reduction","max_UNC6_sReduc_annealing_soc_raw","max_UNC6_sReduc_annealing_log_lik","AIC_UNC6_sReduc_annealing","BIC_UNC6_sReduc_annealing","WAICi_UNC6_sReduc_annealing","amazonID","taskDifficulty","totalRound","correctNum","correctProp","log_lik_n_eff","log_lik_Rhat","alpha_n_eff","alpha_Rhat","beta_n_eff","beta_Rhat","soc_raw_n_eff","soc_raw_Rhat","soc_reduction_n_eff","soc_reduction_Rhat","theta_n_eff","theta_Rhat","annealing_n_eff","annealing_Rhat"
151.953099737956,0.000261160819835315,0.00671289587802705,0.032711950198431,0.0943638782681026,0.212851061417871,-0.803448608607879,0.51498716144697,1.06663644835376,1.61437201804512,3.15842195200562,-1.41355805880409,0.664142681571794,1.90405342097097,3.33609876027807,7.13468484338594,-8.35683843783165,-0.183394197560951,1.79964588907824,4.72782332894652,12.916323924204,-16.0249858257933,-6.30472521753633,-3.5568766729374,-1.19901491036647,3.29007893569725,-7.93136582578784,-4.10813609966751,-2.85727294382558,-1.89385406691402,0.0129827143620949,0.0972502629476738,1.41609858989786,11.1216571413003,-0.0526605172486794,-2.27814981576338,1.60036336991298,-71.7471455534925,77.7471455534925,84.4926312796406,151.953099737956,"A02488613VKIEZO16F0IL","78%",70,16,0.228571428571429,1431.51111708817,0.998136752544713,1258.5149402925,0.999286645549975,680.25401037868,1.00574575829264,1400.56231046983,1.00204632422424,1359.04283920104,1.004773995433,1526.66826069274,0.999985236481052,1517.74571083455,1.00131102411234
117.581548056931,0.460154595165774,0.718000336733189,0.896168762148448,0.979198339741371,0.999919461950659,0.406721975468855,1.1372112476181,1.50845921234479,1.91514633942617,3.07133342358236,-0.682962140371723,0.99239220866846,2.03622690413918,3.19713685151479,6.95376044567957,-4.45617235307488,0.793155423089431,2.06202674951763,4.20375486835541,10.2789627065509,-11.0211237409986,-2.16436489545674,-0.0114788656269402,1.75618328425744,5.12838661769356,-5.98237968024709,-2.8718882411838,-1.97876802389717,-1.18647063995363,0.202022534701125,0.999794809097959,2.58440389238338,4.01874632940688,0.760818883948115,1.58204586253019,-1.23394374594291,-54.8937375054583,60.8937375054583,67.6392232316064,117.581548056931,"A10DDQNSQG3JOA","78%",70,42,0.6,1351.67187437491,0.998479652660868,1307.29522676025,1.00028542405097,1600,0.999431902127761,1332.74842135294,1.00584430795807,1412.50069126031,0.998424037244739,1600,0.999973112534771,1186.03593225191,1.00038804563746
147.069741600589,0.00259340792922691,0.0182623362703846,0.338999545917994,0.744260594006837,0.997679547639676,-0.944523938045677,0.049424745916706,0.622708321467982,1.27835312527803,2.65673360351702,-0.872702182762482,0.746773554351958,1.65999937561473,2.82635072039443,7.11163943568778,-6.51767216125288,-0.0518492491103891,2.05928407452898,4.77748350439997,11.5533863247582,-15.3376060045475,-5.51320851474174,-2.3263177642361,0.384778514898221,4.56487217959044,-7.3648875141462,-3.58007233769096,-2.52566100074006,-1.5032056489376,0.793076065280916,0.0253581677733384,0.338756797050086,5.25272924757965,-2.24922389857949,4.28945548724819,-4.69448927137348,-70.0729137346828,76.0729137346828,82.8183994608309,147.069741600589,"A10LGIY5HFYMZM","78%",70,31,0.442857142857143,1500.98268248476,0.997821136598136,1146.14344322577,1.00679625549214,1354.06338625717,0.997812228577714,1417.84345901567,1.00367648335077,1306.60764437767,1.00172512024462,1222.54702334104,1.00001835340485,1311.34181664553,1.00487662667922
111.591029990624,0.837790742856815,0.95443904932633,0.983034833830651,0.99719206864667,0.999996845971768,0.189818207709179,0.85694612093621,1.19908494521825,1.57115371079019,2.45560372612053,-0.48302919190328,0.885707988602537,1.72960469766562,2.50916118925788,4.32535739299876,-5.94487618314512,0.235087266867266,2.64598793651121,5.28558198254141,13.1649541392713,-15.6413446594216,-5.53672890560416,-2.7905793985582,-0.452284646331912,3.42433716850083,-7.01909989413444,-3.56847112146798,-2.48052654930832,-1.46764320123271,0.0371907980580571,0.999025989573787,0.872670662579315,1.97468137915703,10.3199045706632,-0.543849182061139,-1.54489307203733,-53.1373142762885,59.1373142762885,65.8828000024366,111.591029990624,"A10LLZZHZVGWRW","78%",69,35,0.507246376811594,1516.75750759984,1.0073673480306,1600,1.0010404626491,1327.89227277347,0.99769036852258,1418.28381648855,1.00208384165844,1530.71493047264,1.00028385477144,1572.95980961894,0.997662880011646,1361.27442530303,0.998306680921225
60.7025358366189,0.0961963117083244,0.232577205860089,0.297100375838674,0.348923489241882,0.443979539097212,0.409325296522493,1.19708745369227,1.58781720714213,1.98616920322872,3.11981876218668,0.206750783793514,2.17218438261813,3.4773661006407,4.78482197994584,8.4367387256037,-5.50873929645986,0.222715897593422,2.20802591614561,4.76692554258634,12.1391222164686,-16.9708209366242,-7.03701817301023,-4.123368566009,-1.69143166303609,2.02134372537425,-8.55129810255604,-4.18780556504283,-2.97209626316168,-1.99902005090129,-0.544687042591247,0.318350683748656,1.76455933734907,3.35200768738405,1.44570009188733,-33.6630305853206,1.13127525833787,-28.0396648176351,34.0396648176351,40.7851505437832,60.7025358366189,"A10ZXERA24IG75","78%",70,36,0.514285714285714,1373.59424599507,1.00135676203032,1600,0.999637867390737,1600,0.999752820205171,1578.00907339278,1.00024562168813,1349.57572923129,1.00211842821097,1478.8269429524,0.998134419811289,1600,0.998747230328093
85.2893803646161,0.722069782661251,0.881017249189511,0.954175965334314,0.990980939873596,0.999974336415646,0.641314942658845,1.36953355781078,1.77114983516096,2.20458578816671,3.34315498507892,-0.0977619620087059,1.66838874760905,2.69716520128651,3.72451313896082,6.08714961971932,-7.07013480838661,0.638922367511652,2.78641597865936,5.36613537375847,12.753717503155,-19.3811140559131,-7.67122235015013,-4.66761647876337,-2.18457962221664,1.74549639005877,-7.90983947996666,-3.73174521385385,-2.57206139683796,-1.49886582857591,0.56949044190314,0.995803362691938,1.8920501060908,2.29996452035552,1.14697406618958,-20.6350069408054,2.35365097042671,-39.3373394075866,45.3373394075866,52.0828251337346,85.2893803646161,"A1102MP1CZI32V","78%",70,33,0.471428571428571,1487.36739967856,0.998999967262612,1438.84934696746,0.997394501877,1600,1.00054555826187,1507.90005867544,1.00237497830403,1600,0.996932103897011,1600,0.99868096363268,1585.06559069911,0.999116696143746
106.725797556527,0.271245508054671,0.400589068039837,0.544584615454471,0.75950711265349,0.987818761904072,-0.0498273133014652,0.894105029180876,1.3566205107452,1.78234405736805,2.87500536177402,0.177329818196449,2.04072254482841,3.08219410991094,4.21810456474714,7.38460162897876,-4.75574375455603,-0.934363980854289,1.83218663712794,4.27471986528144,10.1110694100375,-14.8673012735471,-5.58642922687991,-2.3442494096256,0.238774440222822,3.59312573876108,-7.0338590991234,-3.59777188044923,-2.12830941431543,-0.124023732688484,3.34707369334707,0.998990912103026,4.06842608303263,-1.41634027944651,-0.820212145036207,-21.257770355566,6.83246049371024,-44.2274479563536,50.2274479563536,56.9729336825017,106.725797556527,"A110JX7PI2TTSS","50%",70,41,0.585714285714286,1260.99802450215,1.00278870914915,818.712334031254,1.00672924290554,978.873856354412,0.999856673332357,659.802037739921,1.00516282443956,620.575393694123,1.00656597074982,853.037302188325,1.01029211663441,1325.02453493655,1.0024841747382
93.7287184946021,0.552808129797298,0.82809002386621,0.93939156752795,0.987339007065301,0.999954861404932,0.325588861123414,1.0539608144474,1.4657204732874,1.91623091011463,3.11258549125565,-0.0614577120003743,2.1974047125912,3.42743362325728,4.82394316667244,8.74171131089739,1.98754710479401,3.3393742999106,4.59498121095314,6.56335887126444,14.8341714312139,-0.0274441111786671,2.25607909241162,3.51072497938014,4.82294368327969,7.99234011100139,-4.87784920706339,-2.93200382394186,-2.05334786530035,-1.26245086377097,0.0279366048905032,0.962089344286657,1.13226354308335,2.75384318136789,16.3942172957119,4.5250706012272,-3.24464218614906,-43.8303710457096,49.8303710457096,56.5758567718576,93.7287184946021,"A11515CA06EJ53","78%",70,49,0.7,1481.0437006577,1.00214583284649,1515.20124976023,1.00451801550018,1600,1.00228432080473,1452.1125162296,0.998255984856878,1586.50748519342,0.999317712503213,1079.42537573815,1.00592916661242,1357.1192175684,1.00310437913023
63.1189043938312,0.294470946834823,0.40394341476098,0.459498689032045,0.527901306542836,0.697195774609603,0.802283368048391,1.43522016332238,1.80356095011825,2.1864446591091,3.07409883108761,0.892617352935582,2.63731338506485,3.56256210002661,4.62780630672259,7.15446192516334,-5.88553590095579,0.163997167791608,2.28423443138849,4.39325566982112,10.4666406151321,-14.8455070099752,-5.83666893493237,-3.08453189682619,-1.00786561460986,2.69890983892512,-9.76320698085846,-4.96529876831648,-3.42940580612588,-2.22023420470091,-0.471665667927344,0.489505243647506,3.14881823419881,1.36925343147548,-0.345955715490733,-16.2763965530259,0.298404594617121,-28.1214374728293,34.1214374728293,40.8669231989774,63.1189043938312,"A126XD0FOMLN4X","50%",70,53,0.757142857142857,1537.39337342632,0.999307878142945,1458.34962701422,1.00392070051446,1295.42413223331,0.999295122885881,985.24299951611,1.00256005947396,977.847426989936,0.9993439551473,1123.06553021139,0.999194293335797,1354.04807262816,0.998943208964348
144.28987630506,0.548144434938061,0.839759757376945,0.943606950170318,0.98842475720878,0.999937213005891,0.500177365739142,1.32368514673819,1.76095483499548,2.26309757618698,3.47494236910379,-2.7856220896451,-0.943363907631653,0.748071867710002,3.16363276745194,7.70285782610707,-4.65897314498408,-0.808922859666232,-0.472470393988283,-0.114154257493275,9.26488802628623,-10.6123324017744,-0.611823685139364,2.97456647727945,5.23839733713858,9.80689176393158,-6.3575663921232,-3.43671811861438,-2.53834178506174,-1.77297765830209,-0.397989441268823,0.965105272395399,2.93262761680665,-0.932754398644517,-0.362628545649524,6.97622696722775,-3.79409927208306,-65.9539332912154,71.9539332912154,78.6994190173635,144.28987630506,"A127F80LLYOQ22","78%",70,31,0.442857142857143,885.646952683766,1.00125753528222,1483.99299163734,1.00117183403659,1523.401363724,0.998390167385383,1266.50610788602,1.00051467171332,960.241360416605,1.00291625372196,648.157112911023,1.00283793934127,1117.71949785443,0.998872832800944
